Flop,Hand,Weight IP,IP Equity,BET 100% freq,BET 60% freq,BET 31.1% freq,CHECK freq
9s 3h 2d,5s5h,0.930,60.30,0.67,0.88,91.17,7.28
9s 3h 2d,5s4s,0.095,44.51,2.06,2.42,95.38,0.14
9s 3h 2d,6s6c,1.000,61.58,0.58,0.95,92.04,6.43
9s 3h 2d,6s6d,1.000,61.74,0.58,1.10,91.73,6.59
9s 3h 2d,6s6h,1.000,61.80,0.59,1.11,91.90,6.40
9s 3h 2d,6s5s,0.205,35.08,0.77,1.57,94.86,2.80
9s 3h 2d,7s7c,1.000,62.95,0.50,1.00,90.57,7.94
9s 3h 2d,7s7d,1.000,63.12,0.47,1.38,88.89,9.26
9s 3h 2d,7s7h,1.000,63.12,0.49,1.40,88.77,9.35
9s 3h 2d,7s6s,0.165,26.16,0.48,0.55,83.61,15.36
9s 3h 2d,8s8c,1.000,65.72,0.40,0.89,89.19,9.53
9s 3h 2d,8s8d,1.000,65.88,0.38,1.17,87.38,11.07
9s 3h 2d,8s8h,1.000,65.88,0.38,1.19,87.33,11.11
9s 3h 2d,8s7s,0.180,28.96,0.38,0.43,92.29,6.90
9s 3h 2d,TsTc,1.000,77.51,1.00,1.78,94.49,2.72
9s 3h 2d,TsTd,1.000,77.67,1.35,1.62,93.67,3.35
9s 3h 2d,TsTh,1.000,77.68,1.41,1.62,93.59,3.38
9s 3h 2d,Ts8s,0.440,32.36,0.76,0.90,92.88,5.45
9s 3h 2d,JsJc,1.000,80.65,1.27,1.46,93.76,3.50
9s 3h 2d,JsJd,1.000,80.84,1.23,1.52,93.50,3.75
9s 3h 2d,JsJh,1.000,80.85,1.22,1.49,93.59,3.70
9s 3h 2d,JsTs,1.000,37.28,1.31,1.67,93.74,3.28
9s 3h 2d,QsJc,0.350,39.66,1.82,2.01,86.30,9.87
9s 3h 2d,QsQc,1.000,83.15,1.36,1.27,94.42,2.95
9s 3h 2d,QsJd,0.350,39.80,2.40,2.81,83.25,11.55
9s 3h 2d,QsQd,1.000,83.36,1.34,1.47,93.94,3.25
9s 3h 2d,QsJh,0.350,39.78,2.38,2.80,83.99,10.82
9s 3h 2d,QsQh,1.000,83.35,1.29,1.42,94.12,3.17
9s 3h 2d,Qs8s,0.035,37.17,0.88,1.00,4.08,94.04
9s 3h 2d,QsTs,1.000,40.62,1.31,1.56,92.68,4.45
9s 3h 2d,QsJs,1.000,42.74,1.32,1.50,96.66,0.53
9s 3h 2d,KsTc,0.050,42.47,1.11,1.38,97.02,0.50
9s 3h 2d,KsJc,0.615,44.67,1.36,1.63,92.51,4.50
9s 3h 2d,KsQc,1.000,46.63,1.21,1.66,88.34,8.79
9s 3h 2d,KsKc,1.000,84.88,1.08,1.30,94.24,3.39
9s 3h 2d,KsTd,0.050,42.64,1.08,1.28,97.46,0.17
9s 3h 2d,KsJd,0.615,44.81,1.33,1.66,95.82,1.19
9s 3h 2d,KsQd,1.000,46.72,1.28,1.81,92.20,4.70
9s 3h 2d,KsKd,1.000,85.08,1.27,1.40,93.26,4.07
9s 3h 2d,KsTh,0.050,42.61,1.06,1.24,97.53,0.17
9s 3h 2d,KsJh,0.615,44.79,1.32,1.65,95.95,1.08
9s 3h 2d,KsQh,1.000,46.72,1.28,1.80,92.58,4.33
9s 3h 2d,KsKh,1.000,85.07,1.26,1.39,93.31,4.04
9s 3h 2d,Ks5s,0.205,41.67,1.64,2.03,90.00,6.33
9s 3h 2d,Ks6s,0.465,41.62,1.26,1.57,85.51,11.66
9s 3h 2d,Ks7s,0.585,41.25,0.98,1.12,81.52,16.37
9s 3h 2d,Ks8s,0.790,41.99,0.93,1.09,87.62,10.37
9s 3h 2d,KsTs,1.000,45.55,1.51,1.85,89.35,7.29
9s 3h 2d,KsJs,1.000,47.60,1.21,1.51,93.24,4.04
9s 3h 2d,KsQs,1.000,49.46,0.84,1.12,97.49,0.54
9s 3h 2d,AsTc,0.755,51.15,0.80,1.01,94.64,3.55
9s 3h 2d,AsJc,1.000,53.39,0.68,0.79,88.67,9.86
9s 3h 2d,AsQc,1.000,55.44,0.47,0.59,90.55,8.39
9s 3h 2d,AsKc,1.000,56.70,0.48,0.72,91.59,7.22
9s 3h 2d,AsAc,1.000,87.65,0.88,0.98,94.27,3.88
9s 3h 2d,AsTd,0.755,51.32,0.80,0.97,97.30,0.93
9s 3h 2d,AsJd,1.000,53.52,0.68,0.81,93.59,4.92
9s 3h 2d,AsQd,1.000,55.52,0.49,0.62,94.83,4.05
9s 3h 2d,AsKd,1.000,56.78,0.47,0.89,93.70,4.93
9s 3h 2d,AsAd,1.000,87.83,0.90,0.97,91.27,6.86
9s 3h 2d,AsTh,0.755,51.29,0.80,0.96,97.31,0.93
9s 3h 2d,AsJh,1.000,53.49,0.68,0.81,93.34,5.18
9s 3h 2d,AsQh,1.000,55.51,0.49,0.61,94.54,4.35
9s 3h 2d,AsKh,1.000,56.78,0.47,0.85,93.85,4.84
9s 3h 2d,AsAh,1.000,87.83,0.90,1.00,91.90,6.19
9s 3h 2d,As3s,1.000,63.11,1.33,1.61,96.74,0.32
9s 3h 2d,As4s,1.000,55.37,1.22,1.51,95.52,1.74
9s 3h 2d,As5s,1.000,56.03,1.09,1.49,94.92,2.50
9s 3h 2d,As6s,1.000,49.07,1.25,2.03,89.26,7.46
9s 3h 2d,As7s,1.000,49.55,1.15,1.61,83.09,14.15
9s 3h 2d,As8s,1.000,50.66,0.97,1.24,78.70,19.10
9s 3h 2d,AsTs,1.000,53.88,0.66,0.81,88.61,9.92
9s 3h 2d,AsJs,1.000,55.93,0.50,0.58,94.95,3.97
9s 3h 2d,AsQs,1.000,57.89,0.40,0.50,95.89,3.21
9s 3h 2d,AsKs,1.000,59.12,0.37,0.51,98.48,0.64
9s 6h 2h,5c4c,0.095,28.38,1.58,12.25,35.60,50.57
9s 6h 2h,6c5c,0.205,59.05,1.80,5.19,30.96,62.04
9s 6h 2h,7c6c,0.165,60.85,0.64,1.53,7.14,90.69
9s 6h 2h,8c7c,0.180,43.17,13.46,19.38,40.74,26.42
9s 6h 2h,9c7c,0.010,68.51,2.13,23.77,20.50,53.60
9s 6h 2h,9c8c,0.375,69.05,36.63,17.74,28.70,16.93
9s 6h 2h,Tc8c,0.440,35.11,34.19,16.11,23.92,25.78
9s 6h 2h,Tc9c,1.000,71.41,2.38,4.39,24.78,68.45
9s 6h 2h,Jc9c,1.000,71.30,11.02,14.06,30.80,44.11
9s 6h 2h,JcTc,1.000,28.78,21.50,15.69,21.95,40.86
9s 6h 2h,Qc8c,0.035,31.09,8.24,14.01,20.94,56.81
9s 6h 2h,Qc9c,1.000,71.54,21.80,17.34,31.67,29.19
9s 6h 2h,QcTc,1.000,33.22,23.67,14.79,21.11,40.44
9s 6h 2h,QcJc,1.000,34.28,44.83,14.27,17.38,23.53
9s 6h 2h,QcJd,0.350,34.30,47.85,13.99,17.51,20.65
9s 6h 2h,QcJh,0.350,37.89,32.81,16.35,35.61,15.24
9s 6h 2h,QcJs,0.350,34.43,21.63,14.78,26.54,37.05
9s 6h 2h,Kc5c,0.205,33.20,4.09,7.43,17.78,70.70
9s 6h 2h,Kc6c,0.465,62.08,21.58,13.12,33.42,31.88
9s 6h 2h,Kc7c,0.585,35.05,19.35,15.94,23.58,41.14
9s 6h 2h,Kc8c,0.790,35.67,25.81,14.62,20.26,39.30
9s 6h 2h,Kc9c,1.000,71.78,36.01,24.78,24.19,15.02
9s 6h 2h,KcTc,1.000,37.97,15.37,16.71,26.48,41.45
9s 6h 2h,KcJc,1.000,39.02,48.94,12.20,17.72,21.13
9s 6h 2h,KcQc,1.000,40.92,41.01,14.06,21.05,23.88
9s 6h 2h,KcTd,0.050,37.98,10.58,15.12,25.42,48.88
9s 6h 2h,KcJd,0.615,39.02,45.03,11.65,16.86,26.46
9s 6h 2h,KcQd,1.000,40.92,38.69,13.85,20.75,26.71
9s 6h 2h,KcTh,0.050,41.16,51.10,9.63,26.98,12.28
9s 6h 2h,KcJh,0.615,42.51,42.90,15.73,21.14,20.23
9s 6h 2h,KcQh,1.000,44.50,49.56,19.55,18.06,12.83
9s 6h 2h,KcTs,0.050,38.15,4.23,7.16,84.24,4.37
9s 6h 2h,KcJs,0.615,39.14,22.33,13.91,34.75,29.01
9s 6h 2h,KcQs,1.000,41.03,29.27,14.39,27.91,28.44
9s 6h 2h,Ac3c,1.000,38.96,35.60,9.86,22.40,32.14
9s 6h 2h,Ac4c,1.000,39.08,27.23,8.81,21.23,42.72
9s 6h 2h,Ac5c,1.000,40.38,9.92,22.26,37.99,29.82
9s 6h 2h,Ac6c,1.000,62.57,42.72,17.72,26.14,13.42
9s 6h 2h,Ac7c,1.000,42.53,26.98,21.52,25.85,25.65
9s 6h 2h,Ac8c,1.000,43.52,28.50,17.46,19.25,34.79
9s 6h 2h,Ac9c,1.000,73.06,52.68,24.20,21.64,1.49
9s 6h 2h,AcTc,1.000,45.55,9.28,7.05,12.41,71.27
9s 6h 2h,AcJc,1.000,46.69,6.10,7.49,10.38,76.04
9s 6h 2h,AcQc,1.000,48.79,6.04,8.48,19.14,66.34
9s 6h 2h,AcKc,1.000,50.09,11.46,12.98,25.37,50.19
9s 6h 2h,AcTd,0.755,45.55,7.86,6.86,12.09,73.18
9s 6h 2h,AcJd,1.000,46.70,13.48,8.22,11.46,66.84
9s 6h 2h,AcQd,1.000,48.79,17.71,10.87,20.91,50.50
9s 6h 2h,AcKd,1.000,50.09,18.53,14.72,25.36,41.38
9s 6h 2h,AcTh,0.755,48.58,44.01,12.28,14.13,29.58
9s 6h 2h,AcJh,1.000,50.04,27.50,10.24,17.09,45.17
9s 6h 2h,AcQh,1.000,52.20,16.43,11.11,23.05,49.41
9s 6h 2h,AcKh,1.000,53.60,15.33,13.59,27.06,44.02
9s 6h 2h,AcTs,0.755,45.72,18.33,7.89,45.58,28.19
9s 6h 2h,AcJs,1.000,46.80,12.44,8.45,27.44,51.66
9s 6h 2h,AcQs,1.000,48.88,13.58,8.11,31.25,47.06
9s 6h 2h,AcKs,1.000,50.20,15.24,9.35,29.31,46.11
9s 6h 2h,2d2c,0.355,89.79,83.95,14.00,1.95,0.10
9s 6h 2h,3d3c,0.325,47.95,2.24,3.69,18.96,75.10
9s 6h 2h,4d4c,0.355,49.44,0.86,1.41,21.86,75.87
9s 6h 2h,5d5c,0.930,52.42,0.80,2.79,26.69,69.72
9s 6h 2h,5d4d,0.095,28.38,1.58,12.25,35.60,50.57
9s 6h 2h,6d6c,1.000,90.93,57.52,17.60,24.43,0.45
9s 6h 2h,6d5d,0.205,59.05,1.80,5.19,30.96,62.04
9s 6h 2h,7d7c,1.000,61.61,2.33,7.37,26.77,63.53
9s 6h 2h,7d6d,0.165,60.85,0.64,1.53,7.14,90.69
9s 6h 2h,8d8c,1.000,63.80,1.32,7.25,22.93,68.50
9s 6h 2h,8d7d,0.180,43.17,13.45,19.38,40.74,26.43
9s 6h 2h,9d9c,1.000,91.94,51.72,20.96,26.30,1.03
9s 6h 2h,9d7d,0.010,68.51,2.13,23.77,20.50,53.59
9s 6h 2h,9d8d,0.375,69.05,36.63,17.74,28.70,16.93
9s 6h 2h,TdTc,1.000,73.64,45.67,15.96,25.38,12.99
9s 6h 2h,Td8d,0.440,35.11,34.19,16.11,23.92,25.78
9s 6h 2h,Td9d,1.000,71.41,2.38,4.39,24.78,68.46
9s 6h 2h,JdJc,1.000,75.44,29.74,19.01,27.05,24.20
9s 6h 2h,Jd9d,1.000,71.30,11.02,14.06,30.80,44.11
9s 6h 2h,JdTd,1.000,28.78,21.50,15.69,21.95,40.86
9s 6h 2h,QdJc,0.350,34.30,47.86,13.99,17.51,20.64
9s 6h 2h,QdQc,1.000,77.99,32.60,16.44,26.77,24.20
9s 6h 2h,Qd8d,0.035,31.09,8.24,14.00,20.94,56.82
9s 6h 2h,Qd9d,1.000,71.54,21.79,17.34,31.68,29.19
9s 6h 2h,QdTd,1.000,33.22,23.67,14.78,21.10,40.44
9s 6h 2h,QdJd,1.000,34.28,44.83,14.27,17.37,23.53
9s 6h 2h,QdJh,0.350,37.89,32.81,16.35,35.61,15.23
9s 6h 2h,QdJs,0.350,34.43,21.64,14.78,26.54,37.05
9s 6h 2h,KdTc,0.050,37.98,10.58,15.12,25.42,48.87
9s 6h 2h,KdJc,0.615,39.02,45.03,11.65,16.87,26.45
9s 6h 2h,KdQc,1.000,40.92,38.68,13.85,20.76,26.71
9s 6h 2h,KdKc,1.000,79.77,18.50,9.67,36.24,35.59
9s 6h 2h,Kd5d,0.205,33.20,4.09,7.43,17.78,70.70
9s 6h 2h,Kd6d,0.465,62.08,21.58,13.12,33.42,31.87
9s 6h 2h,Kd7d,0.585,35.05,19.35,15.94,23.58,41.14
9s 6h 2h,Kd8d,0.790,35.67,25.82,14.62,20.26,39.30
9s 6h 2h,Kd9d,1.000,71.78,36.01,24.79,24.19,15.02
9s 6h 2h,KdTd,1.000,37.97,15.37,16.71,26.48,41.45
9s 6h 2h,KdJd,1.000,39.02,48.94,12.20,17.72,21.13
9s 6h 2h,KdQd,1.000,40.92,41.01,14.06,21.05,23.88
9s 6h 2h,KdTh,0.050,41.16,51.10,9.63,26.99,12.28
9s 6h 2h,KdJh,0.615,42.51,42.90,15.73,21.14,20.23
9s 6h 2h,KdQh,1.000,44.50,49.56,19.55,18.06,12.83
9s 6h 2h,KdTs,0.050,38.15,4.23,7.16,84.24,4.37
9s 6h 2h,KdJs,0.615,39.14,22.33,13.91,34.75,29.01
9s 6h 2h,KdQs,1.000,41.03,29.27,14.39,27.91,28.44
9s 6h 2h,AdTc,0.755,45.55,7.86,6.86,12.09,73.18
9s 6h 2h,AdJc,1.000,46.70,13.48,8.22,11.46,66.84
9s 6h 2h,AdQc,1.000,48.79,17.71,10.87,20.91,50.51
9s 6h 2h,AdKc,1.000,50.09,18.53,14.72,25.36,41.39
9s 6h 2h,AdAc,1.000,81.63,6.98,7.10,24.97,60.94
9s 6h 2h,Ad3d,1.000,38.96,35.60,9.86,22.40,32.14
9s 6h 2h,Ad4d,1.000,39.08,27.23,8.81,21.23,42.72
9s 6h 2h,Ad5d,1.000,40.38,9.93,22.26,37.99,29.82
9s 6h 2h,Ad6d,1.000,62.57,42.72,17.72,26.13,13.43
9s 6h 2h,Ad7d,1.000,42.53,26.98,21.52,25.85,25.65
9s 6h 2h,Ad8d,1.000,43.52,28.50,17.46,19.24,34.79
9s 6h 2h,Ad9d,1.000,73.06,52.68,24.20,21.64,1.49
9s 6h 2h,AdTd,1.000,45.55,9.28,7.05,12.41,71.27
9s 6h 2h,AdJd,1.000,46.69,6.09,7.49,10.38,76.04
9s 6h 2h,AdQd,1.000,48.79,6.04,8.48,19.14,66.35
9s 6h 2h,AdKd,1.000,50.09,11.46,12.98,25.37,50.19
9s 6h 2h,AdTh,0.755,48.58,44.01,12.28,14.13,29.58
9s 6h 2h,AdJh,1.000,50.04,27.50,10.24,17.09,45.17
9s 6h 2h,AdQh,1.000,52.20,16.43,11.11,23.05,49.41
9s 6h 2h,AdKh,1.000,53.60,15.33,13.59,27.06,44.02
9s 6h 2h,AdTs,0.755,45.72,18.33,7.89,45.58,28.19
9s 6h 2h,AdJs,1.000,46.80,12.44,8.45,27.44,51.66
9s 6h 2h,AdQs,1.000,48.88,13.58,8.11,31.25,47.06
9s 6h 2h,AdKs,1.000,50.20,15.24,9.35,29.31,46.11
9s 6h 2h,3h3c,0.325,50.53,26.18,16.14,25.30,32.37
9s 6h 2h,3h3d,0.325,50.53,26.19,16.14,25.30,32.37
9s 6h 2h,4h4c,0.355,52.12,11.95,13.05,30.80,44.21
9s 6h 2h,4h4d,0.355,52.12,11.95,13.05,30.79,44.21
9s 6h 2h,5h5c,0.930,55.16,14.77,11.40,29.04,44.79
9s 6h 2h,5h5d,0.930,55.16,14.77,11.40,29.04,44.79
9s 6h 2h,5h4h,0.095,52.99,0.70,5.10,37.85,56.34
9s 6h 2h,7h7c,1.000,63.90,18.12,14.27,30.32,37.28
9s 6h 2h,7h7d,1.000,63.90,18.12,14.27,30.32,37.28
9s 6h 2h,8h8c,1.000,66.10,14.83,17.13,31.78,36.25
9s 6h 2h,8h8d,1.000,66.10,14.83,17.13,31.79,36.25
9s 6h 2h,8h7h,0.180,62.52,7.40,17.81,48.89,25.90
9s 6h 2h,9h9c,1.000,93.04,39.89,21.69,33.25,5.17
9s 6h 2h,9h9d,1.000,93.04,39.87,21.70,33.25,5.18
9s 6h 2h,9h7h,0.010,80.26,9.82,4.95,59.05,26.19
9s 6h 2h,9h8h,0.375,80.62,34.21,17.08,37.08,11.63
9s 6h 2h,ThTc,1.000,76.00,50.44,21.60,23.25,4.71
9s 6h 2h,ThTd,1.000,76.00,50.45,21.60,23.25,4.70
9s 6h 2h,Th8h,0.440,58.05,29.20,26.42,29.55,14.83
9s 6h 2h,Th9h,1.000,82.29,33.18,19.04,25.47,22.31
9s 6h 2h,JhJc,1.000,78.15,47.72,20.81,22.11,9.35
9s 6h 2h,JhJd,1.000,78.15,47.73,20.82,22.11,9.35
9s 6h 2h,Jh9h,1.000,82.82,37.18,17.12,24.11,21.59
9s 6h 2h,JhTh,1.000,54.97,28.17,18.40,28.62,24.81
9s 6h 2h,QhJc,0.350,38.04,37.81,21.82,23.15,17.22
9s 6h 2h,QhQc,1.000,80.74,48.16,16.98,21.96,12.90
9s 6h 2h,QhJd,0.350,38.04,37.81,21.82,23.16,17.22
9s 6h 2h,QhQd,1.000,80.74,48.15,16.98,21.96,12.91
9s 6h 2h,Qh8h,0.035,56.82,16.73,12.04,16.11,55.12
9s 6h 2h,Qh9h,1.000,83.51,35.07,19.02,29.05,16.86
9s 6h 2h,QhTh,1.000,58.44,40.38,19.54,23.28,16.81
9s 6h 2h,QhJh,1.000,59.35,45.78,20.73,22.53,10.96
9s 6h 2h,QhJs,0.350,38.17,37.01,14.49,14.06,34.45
9s 6h 2h,KhTc,0.050,41.68,22.69,27.31,26.43,23.57
9s 6h 2h,KhJc,0.615,42.75,55.12,16.56,18.03,10.29
9s 6h 2h,KhQc,1.000,44.65,44.85,14.84,22.41,17.91
9s 6h 2h,KhKc,1.000,82.54,41.97,14.87,26.57,16.58
9s 6h 2h,KhTd,0.050,41.68,22.69,27.31,26.43,23.57
9s 6h 2h,KhJd,0.615,42.75,55.12,16.56,18.03,10.29
9s 6h 2h,KhQd,1.000,44.65,44.85,14.84,22.41,17.91
9s 6h 2h,KhKd,1.000,82.54,41.97,14.87,26.57,16.59
9s 6h 2h,Kh5h,0.205,58.67,49.98,14.68,22.33,13.01
9s 6h 2h,Kh7h,0.585,60.01,37.68,14.86,24.76,22.69
9s 6h 2h,Kh8h,0.790,60.38,37.72,14.98,25.42,21.87
9s 6h 2h,Kh9h,1.000,84.20,48.56,20.88,24.04,6.52
9s 6h 2h,KhTh,1.000,62.16,49.23,17.13,23.58,10.06
9s 6h 2h,KhJh,1.000,63.02,49.05,19.79,24.88,6.28
9s 6h 2h,KhQh,1.000,64.25,54.11,19.52,18.73,7.63
9s 6h 2h,KhTs,0.050,41.84,24.03,16.94,32.12,26.91
9s 6h 2h,KhJs,0.615,42.87,50.02,17.42,22.03,10.53
9s 6h 2h,KhQs,1.000,44.76,42.33,15.04,19.91,22.72
9s 6h 2h,AhTc,0.755,49.25,55.32,20.23,16.29,8.17
9s 6h 2h,AhJc,1.000,50.43,59.59,19.20,16.76,4.45
9s 6h 2h,AhQc,1.000,52.51,37.74,16.68,24.34,21.24
9s 6h 2h,AhKc,1.000,53.78,11.29,11.49,39.96,37.26
9s 6h 2h,AhAc,1.000,84.48,19.67,12.42,37.30,30.61
9s 6h 2h,AhTd,0.755,49.25,55.32,20.23,16.29,8.17
9s 6h 2h,AhJd,1.000,50.43,59.59,19.20,16.76,4.45
9s 6h 2h,AhQd,1.000,52.51,37.75,16.68,24.34,21.24
9s 6h 2h,AhKd,1.000,53.78,11.29,11.49,39.96,37.26
9s 6h 2h,AhAd,1.000,84.48,19.67,12.42,37.29,30.61
9s 6h 2h,Ah3h,1.000,62.98,43.25,16.95,26.49,13.32
9s 6h 2h,Ah4h,1.000,63.11,42.44,16.22,27.75,13.59
9s 6h 2h,Ah5h,1.000,63.96,38.19,16.63,28.61,16.57
9s 6h 2h,Ah7h,1.000,65.46,37.84,15.98,30.17,16.02
9s 6h 2h,Ah8h,1.000,66.07,37.52,15.59,30.88,16.01
9s 6h 2h,Ah9h,1.000,85.65,54.65,19.40,24.10,1.85
9s 6h 2h,AhTh,1.000,67.74,43.68,19.25,24.48,12.59
9s 6h 2h,AhJh,1.000,68.68,45.61,15.75,21.18,17.46
9s 6h 2h,AhQh,1.000,70.03,43.61,15.00,17.84,23.55
9s 6h 2h,AhKh,1.000,70.89,29.95,8.99,18.38,42.68
9s 6h 2h,AhTs,0.755,49.42,70.32,11.55,10.32,7.81
9s 6h 2h,AhJs,1.000,50.54,55.90,24.60,13.35,6.15
9s 6h 2h,AhQs,1.000,52.60,48.66,16.73,16.01,18.60
9s 6h 2h,AhKs,1.000,53.89,23.86,12.02,24.52,39.59
9s 6h 2h,2s2c,0.355,89.84,77.62,20.25,2.04,0.09
9s 6h 2h,2s2d,0.355,89.84,77.62,20.25,2.04,0.09
9s 6h 2h,3s3c,0.325,48.06,3.26,5.19,14.52,77.03
9s 6h 2h,3s3d,0.325,48.06,3.26,5.19,14.52,77.03
9s 6h 2h,3s3h,0.325,50.64,30.43,14.33,24.47,30.77
9s 6h 2h,4s4c,0.355,49.59,1.02,1.65,18.88,78.45
9s 6h 2h,4s4d,0.355,49.59,1.02,1.65,18.88,78.44
9s 6h 2h,4s4h,0.355,52.28,15.07,11.95,33.43,39.55
9s 6h 2h,5s5c,0.930,52.46,1.08,2.32,27.68,68.93
9s 6h 2h,5s5d,0.930,52.46,1.08,2.32,27.68,68.93
9s 6h 2h,5s5h,0.930,55.21,18.28,10.56,28.15,43.01
9s 6h 2h,5s4s,0.095,31.55,18.69,25.40,46.68,9.22
9s 6h 2h,6s6c,1.000,91.01,53.92,19.30,25.92,0.86
9s 6h 2h,6s6d,1.000,91.01,53.92,19.29,25.93,0.86
9s 6h 2h,6s5s,0.205,60.98,21.26,18.29,40.18,20.27
9s 6h 2h,7s7c,1.000,61.64,2.64,7.17,22.73,67.46
9s 6h 2h,7s7d,1.000,61.64,2.64,7.17,22.73,67.46
9s 6h 2h,7s7h,1.000,63.94,20.62,13.10,27.65,38.63
9s 6h 2h,7s6s,0.165,62.70,27.81,8.08,27.70,36.42
9s 6h 2h,8s8c,1.000,63.92,1.56,9.15,23.37,65.92
9s 6h 2h,8s8d,1.000,63.92,1.56,9.15,23.37,65.92
9s 6h 2h,8s8h,1.000,66.21,22.09,15.55,28.91,33.44
9s 6h 2h,8s7s,0.180,45.78,28.99,24.57,35.40,11.04
9s 6h 2h,TsTc,1.000,73.79,35.04,17.53,23.94,23.49
9s 6h 2h,TsTd,1.000,73.79,35.04,17.53,23.94,23.49
9s 6h 2h,TsTh,1.000,76.15,40.53,25.71,24.82,8.94
9s 6h 2h,Ts8s,0.440,38.23,43.88,22.30,24.50,9.32
9s 6h 2h,JsJc,1.000,75.65,31.70,16.84,23.33,28.13
9s 6h 2h,JsJd,1.000,75.65,31.70,16.84,23.33,28.13
9s 6h 2h,JsJh,1.000,78.35,45.83,19.50,20.33,14.35
9s 6h 2h,JsTs,1.000,32.35,34.56,17.66,22.33,25.46
9s 6h 2h,QsJc,0.350,34.43,32.87,13.48,21.07,32.58
9s 6h 2h,QsQc,1.000,78.20,41.26,15.42,19.02,24.31
9s 6h 2h,QsJd,0.350,34.43,32.87,13.48,21.07,32.58
9s 6h 2h,QsQd,1.000,78.20,41.26,15.42,19.02,24.31
9s 6h 2h,QsJh,0.350,38.02,42.30,10.54,15.96,31.19
9s 6h 2h,QsQh,1.000,80.94,47.49,16.19,20.33,15.99
9s 6h 2h,Qs8s,0.035,34.50,43.28,10.79,12.40,33.54
9s 6h 2h,QsTs,1.000,36.63,42.62,14.87,17.69,24.82
9s 6h 2h,QsJs,1.000,37.65,52.28,21.86,21.95,3.90
9s 6h 2h,KsTc,0.050,38.10,6.13,9.87,51.33,32.67
9s 6h 2h,KsJc,0.615,39.14,20.35,13.44,32.36,33.86
9s 6h 2h,KsQc,1.000,41.04,25.31,14.53,31.07,29.09
9s 6h 2h,KsKc,1.000,79.97,38.12,12.06,21.15,28.67
9s 6h 2h,KsTd,0.050,38.10,6.13,9.87,51.33,32.67
9s 6h 2h,KsJd,0.615,39.14,20.35,13.44,32.35,33.86
9s 6h 2h,KsQd,1.000,41.04,25.31,14.53,31.07,29.09
9s 6h 2h,KsKd,1.000,79.97,38.12,12.06,21.15,28.67
9s 6h 2h,KsTh,0.050,41.28,22.86,10.43,32.67,34.05
9s 6h 2h,KsJh,0.615,42.63,31.30,16.27,31.19,21.24
9s 6h 2h,KsQh,1.000,44.63,40.81,17.61,19.50,22.08
9s 6h 2h,KsKh,1.000,82.73,50.70,12.94,19.90,16.46
9s 6h 2h,Ks5s,0.205,36.47,55.48,6.17,6.68,31.67
9s 6h 2h,Ks6s,0.465,64.14,29.01,22.37,33.06,15.56
9s 6h 2h,Ks7s,0.585,38.30,45.82,11.86,12.22,30.11
9s 6h 2h,Ks8s,0.790,38.93,39.55,13.50,13.71,33.23
9s 6h 2h,KsTs,1.000,41.23,43.73,10.75,13.63,31.90
9s 6h 2h,KsJs,1.000,42.22,38.81,19.24,20.76,21.19
9s 6h 2h,KsQs,1.000,44.02,49.85,18.20,22.95,9.00
9s 6h 2h,AsTc,0.755,45.71,10.64,9.71,43.64,36.01
9s 6h 2h,AsJc,1.000,46.87,17.39,12.55,25.42,44.64
9s 6h 2h,AsQc,1.000,48.97,18.43,9.16,23.31,49.10
9s 6h 2h,AsKc,1.000,50.26,18.22,9.12,26.83,45.82
9s 6h 2h,AsAc,1.000,81.80,20.37,9.99,18.92,50.72
9s 6h 2h,AsTd,0.755,45.71,10.64,9.71,43.64,36.01
9s 6h 2h,AsJd,1.000,46.87,17.39,12.55,25.42,44.64
9s 6h 2h,AsQd,1.000,48.97,18.43,9.16,23.31,49.09
9s 6h 2h,AsKd,1.000,50.26,18.22,9.12,26.83,45.82
9s 6h 2h,AsAd,1.000,81.80,20.36,9.99,18.92,50.73
9s 6h 2h,AsTh,0.755,48.75,37.11,12.38,14.75,35.77
9s 6h 2h,AsJh,1.000,50.21,27.27,11.31,19.62,41.81
9s 6h 2h,AsQh,1.000,52.38,20.99,9.84,18.16,51.01
9s 6h 2h,AsKh,1.000,53.77,22.67,9.20,17.47,50.65
9s 6h 2h,AsAh,1.000,84.65,34.67,13.63,28.04,23.66
9s 6h 2h,As3s,1.000,42.09,45.00,13.65,16.53,24.82
9s 6h 2h,As4s,1.000,42.24,37.76,14.07,17.07,31.09
9s 6h 2h,As5s,1.000,43.39,49.69,14.39,17.38,18.54
9s 6h 2h,As6s,1.000,64.76,38.27,20.86,30.24,10.63
9s 6h 2h,As7s,1.000,45.51,41.45,14.98,19.29,24.29
9s 6h 2h,As8s,1.000,46.51,34.66,15.44,17.99,31.91
9s 6h 2h,AsTs,1.000,48.55,24.24,8.45,14.00,53.31
9s 6h 2h,AsJs,1.000,49.62,16.10,9.85,16.30,57.75
9s 6h 2h,AsQs,1.000,51.61,8.77,9.47,22.50,59.25
9s 6h 2h,AsKs,1.000,52.87,11.65,12.48,33.76,42.10
9s 6s 5h,5c4c,0.095,50.39,0.17,0.41,0.53,98.89
9s 6s 5h,6c5c,0.205,77.48,0.41,0.63,23.58,75.37
9s 6s 5h,7c6c,0.165,62.18,1.03,2.72,26.11,70.15
9s 6s 5h,8c7c,0.180,89.70,6.26,19.85,73.64,0.25
