Flop,Hand,Weight OOP,OOP Equity
8s 7h 3d,QhQd,0.345,75.17
8s 7h 3d,Qh2h,1.000,21.51
8s 7h 3d,Qh3h,1.000,57.46
8s 7h 3d,Qh4h,1.000,22.80
8s 7h 3d,Qh5h,1.000,24.08
8s 7h 3d,Qh6h,0.925,25.44
8s 7h 3d,Qh8h,0.880,66.66
8s 7h 3d,Qh9h,0.875,26.77
8s 7h 3d,QhTh,0.655,26.61
8s 7h 3d,QhJh,0.350,26.98
8s 7h 3d,QhTs,1.000,22.93
8s 7h 3d,QhJs,1.000,23.36
8s 7h 3d,Kh9c,0.320,27.93
8s 7h 3d,KhTc,1.000,27.95
8s 7h 3d,KhJc,0.830,29.03
8s 7h 3d,KhQc,0.760,32.07
8s 7h 3d,Kh9d,0.320,28.08
8s 7h 3d,KhTd,1.000,28.10
8s 7h 3d,KhJd,0.830,29.19
8s 7h 3d,KhQd,0.760,32.24
8s 7h 3d,Kh2h,1.000,25.72
8s 7h 3d,Kh3h,0.900,57.71
8s 7h 3d,Kh4h,0.690,26.95
8s 7h 3d,Kh5h,0.880,28.26
8s 7h 3d,Kh6h,0.935,29.79
8s 7h 3d,Kh8h,1.000,67.27
8s 7h 3d,Kh9h,0.990,31.50
8s 7h 3d,KhTh,0.600,31.55
8s 7h 3d,KhJh,0.900,32.55
8s 7h 3d,KhQh,0.830,35.47
8s 7h 3d,Kh9s,0.320,28.04
8s 7h 3d,KhTs,1.000,28.06
8s 7h 3d,KhJs,0.830,29.18
8s 7h 3d,KhQs,0.760,32.23
8s 7h 3d,Ah5c,0.430,36.35
8s 7h 3d,Ah8c,0.465,66.97
8s 7h 3d,Ah9c,0.980,40.15
8s 7h 3d,AhTc,0.860,41.88
8s 7h 3d,AhJc,0.995,45.36
8s 7h 3d,AhQc,1.000,49.34
8s 7h 3d,AhKc,0.425,54.78
8s 7h 3d,Ah5d,0.430,36.45
8s 7h 3d,Ah8d,0.465,67.10
8s 7h 3d,Ah9d,0.980,40.32
8s 7h 3d,AhTd,0.860,42.05
8s 7h 3d,AhJd,0.995,45.54
8s 7h 3d,AhQd,1.000,49.54
8s 7h 3d,AhKd,0.425,54.99
8s 7h 3d,Ah2h,0.680,37.03
8s 7h 3d,Ah3h,0.755,58.65
8s 7h 3d,Ah4h,0.835,38.19
8s 7h 3d,Ah5h,0.810,39.56
8s 7h 3d,Ah6h,1.000,40.29
8s 7h 3d,Ah8h,0.940,68.71
8s 7h 3d,Ah9h,0.925,43.20
8s 7h 3d,AhTh,0.825,44.84
8s 7h 3d,AhJh,0.745,48.19
8s 7h 3d,AhQh,0.475,52.04
8s 7h 3d,Ah5s,0.430,36.45
8s 7h 3d,Ah9s,0.980,40.26
8s 7h 3d,AhTs,0.860,41.98
8s 7h 3d,AhJs,0.995,45.53
8s 7h 3d,AhQs,1.000,49.52
8s 7h 3d,AhKs,0.425,54.79
8s 7h 3d,2s2c,1.000,48.01
8s 7h 3d,2s2d,1.000,48.09
8s 7h 3d,2s2h,1.000,48.09
8s 7h 3d,3s3c,1.000,91.45
8s 7h 3d,3s3h,1.000,91.46
8s 7h 3d,3s2s,1.000,56.14
8s 7h 3d,4s4c,1.000,51.39
8s 7h 3d,4s4d,1.000,51.48
8s 7h 3d,4s4h,1.000,51.47
8s 7h 3d,4s2s,1.000,20.53
8s 7h 3d,4s3s,1.000,56.89
8s 7h 3d,5s4c,0.290,29.79
8s 7h 3d,5s5c,1.000,53.69
8s 7h 3d,5s4d,0.290,29.88
8s 7h 3d,5s5d,1.000,53.79
8s 7h 3d,5s4h,0.290,29.88
8s 7h 3d,5s5h,1.000,53.78
8s 7h 3d,5s2s,1.000,21.95
8s 7h 3d,5s3s,1.000,57.68
8s 7h 3d,5s4s,0.700,32.86
8s 7h 3d,6s5c,0.495,41.66
8s 7h 3d,6s6c,1.000,57.08
8s 7h 3d,6s5d,0.495,41.76
8s 7h 3d,6s6d,1.000,57.18
8s 7h 3d,6s5h,0.495,41.76
8s 7h 3d,6s6h,1.000,57.14
8s 7h 3d,6s3s,1.000,58.46
8s 7h 3d,6s4s,1.000,33.19
8s 7h 3d,6s5s,0.475,44.16
8s 7h 3d,7s6c,0.500,62.17
8s 7h 3d,7s7c,1.000,93.35
8s 7h 3d,7s6d,0.500,62.27
8s 7h 3d,7s7d,1.000,93.39
8s 7h 3d,7s6h,0.500,62.27
8s 7h 3d,7s3s,0.095,85.80
8s 7h 3d,7s4s,1.000,63.26
8s 7h 3d,7s5s,1.000,63.54
8s 7h 3d,7s6s,0.580,64.12
8s 7h 3d,9s7c,0.155,64.07
8s 7h 3d,9s8c,0.515,65.73
8s 7h 3d,9s9c,1.000,65.31
8s 7h 3d,9s7d,0.155,64.15
8s 7h 3d,9s8d,0.515,65.82
8s 7h 3d,9s9d,1.000,65.47
8s 7h 3d,9s8h,0.515,65.78
8s 7h 3d,9s9h,1.000,65.46
8s 7h 3d,9s2s,0.280,22.38
8s 7h 3d,9s3s,0.265,59.15
8s 7h 3d,9s5s,1.000,33.63
8s 7h 3d,9s6s,1.000,44.88
8s 7h 3d,9s7s,1.000,65.86
8s 7h 3d,Ts8c,0.230,65.70
8s 7h 3d,Ts9c,0.845,43.35
8s 7h 3d,TsTc,0.965,67.99
8s 7h 3d,Ts8d,0.230,65.80
8s 7h 3d,Ts9d,0.845,43.47
8s 7h 3d,TsTd,0.965,68.15
8s 7h 3d,Ts8h,0.230,65.75
8s 7h 3d,Ts9h,0.845,43.47
8s 7h 3d,TsTh,0.965,68.15
8s 7h 3d,Ts3s,0.265,58.70
8s 7h 3d,Ts4s,0.415,22.46
8s 7h 3d,Ts5s,0.530,22.59
8s 7h 3d,Ts6s,1.000,33.77
8s 7h 3d,Ts7s,1.000,65.53
8s 7h 3d,Ts9s,0.620,45.91
8s 7h 3d,Js9c,0.190,32.48
8s 7h 3d,JsTc,1.000,32.38
8s 7h 3d,JsJc,0.870,71.28
8s 7h 3d,Js9d,0.190,32.60
8s 7h 3d,JsTd,1.000,32.51
8s 7h 3d,JsJd,0.870,71.45
8s 7h 3d,Js9h,0.190,32.60
8s 7h 3d,JsTh,1.000,32.50
8s 7h 3d,JsJh,0.870,71.44
8s 7h 3d,Js2s,0.470,20.72
8s 7h 3d,Js3s,0.700,58.23
8s 7h 3d,Js4s,1.000,22.02
8s 7h 3d,Js5s,1.000,23.28
8s 7h 3d,Js6s,1.000,23.65
8s 7h 3d,Js7s,1.000,65.24
8s 7h 3d,Js9s,0.950,35.65
8s 7h 3d,JsTs,0.655,35.57
8s 7h 3d,QsTc,1.000,22.82
8s 7h 3d,QsJc,1.000,23.22
8s 7h 3d,QsQc,0.345,74.99
8s 7h 3d,QsTd,1.000,22.95
8s 7h 3d,QsJd,1.000,23.36
8s 7h 3d,QsQd,0.345,75.17
8s 7h 3d,QsTh,1.000,22.94
8s 7h 3d,QsJh,1.000,23.36
8s 7h 3d,QsQh,0.345,75.17
8s 7h 3d,Qs2s,1.000,21.51
8s 7h 3d,Qs3s,1.000,57.46
8s 7h 3d,Qs4s,1.000,22.80
8s 7h 3d,Qs5s,1.000,24.08
8s 7h 3d,Qs6s,0.925,25.45
8s 7h 3d,Qs7s,1.000,64.56
8s 7h 3d,Qs9s,0.875,26.76
8s 7h 3d,QsTs,0.655,26.60
8s 7h 3d,QsJs,0.350,26.99
8s 7h 3d,Ks9c,0.320,27.91
8s 7h 3d,KsTc,1.000,27.93
8s 7h 3d,KsJc,0.830,29.01
8s 7h 3d,KsQc,0.760,32.04
8s 7h 3d,Ks9d,0.320,28.06
8s 7h 3d,KsTd,1.000,28.08
8s 7h 3d,KsJd,0.830,29.17
8s 7h 3d,KsQd,0.760,32.22
8s 7h 3d,Ks9h,0.320,28.06
8s 7h 3d,KsTh,1.000,28.08
8s 7h 3d,KsJh,0.830,29.16
8s 7h 3d,KsQh,0.760,32.21
8s 7h 3d,Ks2s,1.000,25.70
8s 7h 3d,Ks3s,0.900,57.66
8s 7h 3d,Ks4s,0.690,26.92
8s 7h 3d,Ks5s,0.880,28.24
8s 7h 3d,Ks6s,0.935,29.78
8s 7h 3d,Ks7s,0.860,64.84
8s 7h 3d,Ks9s,0.990,31.47
8s 7h 3d,KsTs,0.600,31.50
8s 7h 3d,KsJs,0.900,32.54
8s 7h 3d,KsQs,0.830,35.44
8s 7h 3d,As5c,0.430,36.34
8s 7h 3d,As8c,0.465,66.77
8s 7h 3d,As9c,0.980,40.15
8s 7h 3d,AsTc,0.860,41.87
8s 7h 3d,AsJc,0.995,45.35
8s 7h 3d,AsQc,1.000,49.33
8s 7h 3d,AsKc,0.425,54.77
8s 7h 3d,As5d,0.430,36.44
8s 7h 3d,As8d,0.465,66.91
8s 7h 3d,As9d,0.980,40.31
8s 7h 3d,AsTd,0.860,42.04
8s 7h 3d,AsJd,0.995,45.53
8s 7h 3d,AsQd,1.000,49.53
8s 7h 3d,AsKd,0.425,54.98
8s 7h 3d,As5h,0.430,36.45
8s 7h 3d,As8h,0.465,66.85
8s 7h 3d,As9h,0.980,40.31
8s 7h 3d,AsTh,0.860,42.04
8s 7h 3d,AsJh,0.995,45.53
8s 7h 3d,AsQh,1.000,49.53
8s 7h 3d,AsKh,0.425,54.84
8s 7h 3d,As2s,0.680,37.03
8s 7h 3d,As3s,0.755,58.64
8s 7h 3d,As4s,0.835,38.19
8s 7h 3d,As5s,0.810,39.56
8s 7h 3d,As6s,1.000,40.31
8s 7h 3d,As7s,0.970,65.95
8s 7h 3d,As9s,0.925,43.15
8s 7h 3d,AsTs,0.825,44.78
8s 7h 3d,AsJs,0.745,48.19
8s 7h 3d,AsQs,0.475,52.04
8s 7h 4h,3c2c,1.000,14.86
8s 7h 4h,4c2c,1.000,51.18
8s 7h 4h,4c3c,1.000,51.02
8s 7h 4h,5c2c,1.000,27.24
8s 7h 4h,5c3c,1.000,27.19
8s 7h 4h,5c4c,0.700,57.35
8s 7h 4h,5c4d,0.290,57.35
8s 7h 4h,5c4s,0.290,57.43
8s 7h 4h,6c3c,1.000,27.18
8s 7h 4h,6c4c,1.000,58.20
8s 7h 4h,6c5c,0.475,89.65
8s 7h 4h,6c5d,0.495,89.68
8s 7h 4h,6c5h,0.495,90.69
8s 7h 4h,6c5s,0.495,89.79
8s 7h 4h,7c3c,0.095,56.37
8s 7h 4h,7c4c,1.000,80.23
8s 7h 4h,7c5c,1.000,61.86
8s 7h 4h,7c6c,0.580,62.58
8s 7h 4h,7c6d,0.500,62.59
8s 7h 4h,7c6h,0.500,64.59
8s 7h 4h,7c6s,0.500,62.68
8s 7h 4h,8c4c,0.605,80.82
8s 7h 4h,8c5c,1.000,63.09
8s 7h 4h,8c6c,1.000,63.75
8s 7h 4h,8c7c,0.550,81.64
8s 7h 4h,8c6d,0.115,63.75
8s 7h 4h,8c7d,0.605,81.67
8s 7h 4h,8c6h,0.115,65.57
8s 7h 4h,8c6s,0.115,63.85
8s 7h 4h,8c7s,0.605,81.68
8s 7h 4h,9c2c,0.280,17.38
8s 7h 4h,9c3c,0.265,17.35
8s 7h 4h,9c5c,1.000,28.53
8s 7h 4h,9c6c,1.000,39.76
8s 7h 4h,9c7c,1.000,59.65
8s 7h 4h,9c8c,0.775,61.13
8s 7h 4h,9c7d,0.155,59.66
8s 7h 4h,9c8d,0.515,61.15
8s 7h 4h,9c8h,0.515,63.06
8s 7h 4h,9c7s,0.155,59.70
8s 7h 4h,Tc3c,0.265,16.59
8s 7h 4h,Tc4c,0.415,53.71
8s 7h 4h,Tc5c,0.530,27.77
8s 7h 4h,Tc6c,1.000,38.99
8s 7h 4h,Tc7c,1.000,59.04
8s 7h 4h,Tc8c,1.000,60.74
8s 7h 4h,Tc9c,0.620,40.96
8s 7h 4h,Tc8d,0.230,60.76
8s 7h 4h,Tc9d,0.845,40.91
8s 7h 4h,Tc8h,0.230,62.74
8s 7h 4h,Tc9h,0.845,43.44
8s 7h 4h,Tc9s,0.845,41.03
8s 7h 4h,Jc2c,0.470,16.05
8s 7h 4h,Jc3c,0.700,16.02
8s 7h 4h,Jc4c,1.000,53.09
8s 7h 4h,Jc5c,1.000,28.16
8s 7h 4h,Jc6c,1.000,28.46
8s 7h 4h,Jc7c,1.000,58.57
8s 7h 4h,Jc8c,0.980,60.51
8s 7h 4h,Jc9c,0.950,30.49
8s 7h 4h,JcTc,0.655,30.75
8s 7h 4h,Jc9d,0.190,30.39
8s 7h 4h,JcTd,1.000,30.66
8s 7h 4h,Jc9h,0.190,33.28
8s 7h 4h,JcTh,1.000,33.65
8s 7h 4h,Jc9s,0.190,30.50
8s 7h 4h,JcTs,1.000,30.77
8s 7h 4h,Qc2c,1.000,16.68
8s 7h 4h,Qc3c,1.000,16.66
8s 7h 4h,Qc4c,1.000,52.26
8s 7h 4h,Qc5c,1.000,28.48
8s 7h 4h,Qc6c,0.925,29.79
8s 7h 4h,Qc7c,1.000,57.81
8s 7h 4h,Qc8c,0.880,59.81
8s 7h 4h,Qc9c,0.875,21.33
8s 7h 4h,QcTc,0.655,21.52
8s 7h 4h,QcJc,0.350,21.73
8s 7h 4h,QcTd,1.000,21.37
8s 7h 4h,QcJd,1.000,21.64
8s 7h 4h,QcTh,1.000,24.67
8s 7h 4h,QcJh,1.000,25.14
8s 7h 4h,QcTs,1.000,21.48
8s 7h 4h,QcJs,1.000,21.77
8s 7h 4h,Kc2c,1.000,20.72
8s 7h 4h,Kc3c,0.900,20.72
8s 7h 4h,Kc4c,0.690,52.58
8s 7h 4h,Kc5c,0.880,31.89
8s 7h 4h,Kc6c,0.935,33.31
8s 7h 4h,Kc7c,0.860,58.24
8s 7h 4h,Kc8c,1.000,60.26
8s 7h 4h,Kc9c,0.990,25.80
8s 7h 4h,KcTc,0.600,26.12
8s 7h 4h,KcJc,0.900,26.97
8s 7h 4h,KcQc,0.830,29.73
8s 7h 4h,Kc9d,0.320,25.68
8s 7h 4h,KcTd,1.000,26.00
8s 7h 4h,KcJd,0.830,26.92
8s 7h 4h,KcQd,0.760,29.73
8s 7h 4h,Kc9h,0.320,28.85
8s 7h 4h,KcTh,1.000,29.28
8s 7h 4h,KcJh,0.830,30.41
8s 7h 4h,KcQh,0.760,33.49
8s 7h 4h,Kc9s,0.320,25.79
8s 7h 4h,KcTs,1.000,26.11
8s 7h 4h,KcJs,0.830,27.07
8s 7h 4h,KcQs,0.760,29.89
8s 7h 4h,Ac2c,0.680,31.56
8s 7h 4h,Ac3c,0.755,31.69
8s 7h 4h,Ac4c,0.835,53.46
8s 7h 4h,Ac5c,0.810,41.34
8s 7h 4h,Ac6c,1.000,41.84
8s 7h 4h,Ac7c,0.970,59.25
8s 7h 4h,Ac8c,0.940,61.35
8s 7h 4h,Ac9c,0.925,36.96
8s 7h 4h,AcTc,0.825,38.64
8s 7h 4h,AcJc,0.745,41.85
8s 7h 4h,AcQc,0.475,45.56
8s 7h 4h,Ac5d,0.430,41.29
8s 7h 4h,Ac8d,0.465,61.41
8s 7h 4h,Ac9d,0.980,36.89
8s 7h 4h,AcTd,0.860,38.63
8s 7h 4h,AcJd,0.995,41.85
8s 7h 4h,AcQd,1.000,45.56
8s 7h 4h,AcKd,0.425,50.66
8s 7h 4h,Ac5h,0.430,43.46
8s 7h 4h,Ac8h,0.465,63.57
8s 7h 4h,Ac9h,0.980,39.91
8s 7h 4h,AcTh,0.860,41.73
8s 7h 4h,AcJh,0.995,45.11
8s 7h 4h,AcQh,1.000,49.09
8s 7h 4h,AcKh,0.425,54.34
